Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 54.68it/s]
{"stage": "prepared_agent_a", "completed": 466, "tokens": 197, "seconds": 9.452204847000019}
{"stage": "prepared_agent_a", "completed": 467, "tokens": 168, "seconds": 7.520037410999976}
{"stage": "prepared_agent_a", "completed": 468, "tokens": 206, "seconds": 9.19653965699996}
{"stage": "prepared_agent_a", "completed": 469, "tokens": 167, "seconds": 7.473061507000011}
{"stage": "prepared_agent_a", "completed": 470, "tokens": 204, "seconds": 9.101399877000006}
{"stage": "prepared_agent_a", "completed": 471, "tokens": 206, "seconds": 9.183373876000019}
{"stage": "prepared_agent_a", "completed": 472, "tokens": 205, "seconds": 9.146156598999994}
{"stage": "prepared_agent_a", "completed": 473, "tokens": 236, "seconds": 10.500518047000071}
{"stage": "prepared_agent_a", "completed": 474, "tokens": 168, "seconds": 7.492890184000089}
{"stage": "prepared_agent_a", "completed": 475, "tokens": 208, "seconds": 9.253280923000034}
{"stage": "prepared_agent_a", "completed": 476, "tokens": 167, "seconds": 7.394459437000023}
{"stage": "prepared_agent_a", "completed": 477, "tokens": 233, "seconds": 10.374590038000065}
{"stage": "prepared_agent_a", "completed": 478, "tokens": 198, "seconds": 8.804995908000024}
{"stage": "prepared_agent_a", "completed": 479, "tokens": 206, "seconds": 9.139129021999906}
{"stage": "prepared_agent_a", "completed": 480, "tokens": 169, "seconds": 7.49104527999998}
{"stage": "prepared_agent_a", "completed": 481, "tokens": 166, "seconds": 7.370576650999965}
{"stage": "prepared_agent_a", "completed": 482, "tokens": 166, "seconds": 7.4963918790000434}
{"stage": "prepared_agent_a", "completed": 483, "tokens": 208, "seconds": 9.20091410200007}
{"stage": "prepared_agent_a", "completed": 484, "tokens": 171, "seconds": 7.572753556000066}
{"stage": "prepared_agent_a", "completed": 485, "tokens": 170, "seconds": 7.529019683999991}
{"stage": "prepared_agent_a", "completed": 486, "tokens": 234, "seconds": 10.366267466000068}
{"stage": "prepared_agent_a", "completed": 487, "tokens": 170, "seconds": 7.590437841000039}
{"stage": "prepared_agent_a", "completed": 488, "tokens": 167, "seconds": 7.446039908999978}
{"stage": "prepared_agent_a", "completed": 489, "tokens": 168, "seconds": 7.449792235000018}
{"stage": "prepared_agent_a", "completed": 490, "tokens": 204, "seconds": 9.064784949}
{"stage": "prepared_agent_a", "completed": 491, "tokens": 206, "seconds": 9.14568732500004}
