Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 56.20it/s]
{"stage": "revised_s41032_agent_a", "completed": 601, "tokens": 208, "seconds": 10.241088493000007}
{"stage": "revised_s41032_agent_a", "completed": 602, "tokens": 167, "seconds": 7.729070105999995}
{"stage": "revised_s41032_agent_a", "completed": 603, "tokens": 169, "seconds": 7.87721504000001}
{"stage": "revised_s41032_agent_a", "completed": 604, "tokens": 234, "seconds": 10.959082741999964}
{"stage": "revised_s41032_agent_a", "completed": 605, "tokens": 198, "seconds": 9.295516601000031}
{"stage": "revised_s41032_agent_a", "completed": 606, "tokens": 200, "seconds": 9.393058207999957}
{"stage": "revised_s41032_agent_a", "completed": 607, "tokens": 197, "seconds": 9.26059602099997}
{"stage": "revised_s41032_agent_a", "completed": 608, "tokens": 207, "seconds": 9.720778150000001}
{"stage": "revised_s41032_agent_a", "completed": 609, "tokens": 167, "seconds": 7.8419353319999345}
{"stage": "revised_s41032_agent_a", "completed": 610, "tokens": 170, "seconds": 7.9852167810000765}
{"stage": "revised_s41032_agent_a", "completed": 611, "tokens": 210, "seconds": 9.875983420000011}
{"stage": "revised_s41032_agent_a", "completed": 612, "tokens": 232, "seconds": 10.902857107000045}
{"stage": "revised_s41032_agent_a", "completed": 613, "tokens": 210, "seconds": 9.819224758000018}
{"stage": "revised_s41032_agent_a", "completed": 614, "tokens": 166, "seconds": 7.733654687000012}
{"stage": "revised_s41032_agent_a", "completed": 615, "tokens": 166, "seconds": 7.7124400870000045}
{"stage": "revised_s41032_agent_a", "completed": 616, "tokens": 239, "seconds": 11.234173232999979}
{"stage": "revised_s41032_agent_a", "completed": 617, "tokens": 167, "seconds": 7.733471951999945}
{"stage": "revised_s41032_agent_a", "completed": 618, "tokens": 207, "seconds": 9.582514994999997}
{"stage": "revised_s41032_agent_a", "completed": 619, "tokens": 208, "seconds": 9.608168062999994}
{"stage": "revised_s41032_agent_a", "completed": 620, "tokens": 168, "seconds": 7.791814788000011}
{"stage": "revised_s41032_agent_a", "completed": 621, "tokens": 170, "seconds": 7.901903715000003}
{"stage": "revised_s41032_agent_a", "completed": 622, "tokens": 234, "seconds": 10.842344664999928}
{"stage": "revised_s41032_agent_a", "completed": 623, "tokens": 196, "seconds": 9.138250047999918}
{"stage": "revised_s41032_agent_a", "completed": 624, "tokens": 169, "seconds": 7.877287237000019}
{"stage": "revised_s41032_agent_a", "completed": 625, "tokens": 166, "seconds": 7.749520425000014}
{"stage": "revised_s41032_agent_a", "completed": 626, "tokens": 232, "seconds": 10.861900985000034}
{"stage": "revised_s41032_agent_a", "completed": 627, "tokens": 169, "seconds": 7.961660657999914}
{"stage": "revised_s41032_agent_a", "completed": 628, "tokens": 208, "seconds": 9.650728243000003}
{"stage": "revised_s41032_agent_a", "completed": 629, "tokens": 197, "seconds": 9.15195014099993}
{"stage": "revised_s41032_agent_a", "completed": 630, "tokens": 168, "seconds": 7.8222013380000135}
{"stage": "revised_s41032_agent_a", "completed": 631, "tokens": 236, "seconds": 10.929019357999891}
{"stage": "revised_s41032_agent_a", "completed": 632, "tokens": 206, "seconds": 9.578110668000022}
{"stage": "revised_s41032_agent_a", "completed": 633, "tokens": 207, "seconds": 9.717609433000007}
{"stage": "revised_s41032_agent_a", "completed": 634, "tokens": 237, "seconds": 10.917290815000001}
{"stage": "revised_s41032_agent_a", "completed": 635, "tokens": 209, "seconds": 9.649189780000029}
{"stage": "revised_s41032_agent_a", "completed": 636, "tokens": 205, "seconds": 9.482406825999988}
{"stage": "revised_s41032_agent_a", "completed": 637, "tokens": 234, "seconds": 10.858380997999916}
{"stage": "revised_s41032_agent_a", "completed": 638, "tokens": 166, "seconds": 7.697816620000026}
{"stage": "revised_s41032_agent_a", "completed": 639, "tokens": 208, "seconds": 9.633137720000036}
{"stage": "revised_s41032_agent_a", "completed": 640, "tokens": 208, "seconds": 9.659163387000035}
{"stage": "revised_s41032_agent_a", "completed": 641, "tokens": 168, "seconds": 7.776390472000003}
{"stage": "revised_s41032_agent_a", "completed": 642, "tokens": 196, "seconds": 9.085089964999952}
{"stage": "revised_s41032_agent_a", "completed": 643, "tokens": 208, "seconds": 9.640210888999945}
{"stage": "revised_s41032_agent_a", "completed": 644, "tokens": 196, "seconds": 9.100689741999986}
{"stage": "revised_s41032_agent_a", "completed": 645, "tokens": 169, "seconds": 7.841605657000059}
{"stage": "revised_s41032_agent_a", "completed": 646, "tokens": 209, "seconds": 9.691354606999994}
{"stage": "revised_s41032_agent_a", "completed": 647, "tokens": 195, "seconds": 9.05113196800005}
{"stage": "revised_s41032_agent_a", "completed": 648, "tokens": 207, "seconds": 9.629819746000067}
