Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 37.67it/s]
{"stage": "qwen_agent_a", "completed": 266, "tokens": 166, "seconds": 8.047206167000013}
{"stage": "qwen_agent_a", "completed": 267, "tokens": 169, "seconds": 7.682204602000013}
{"stage": "qwen_agent_a", "completed": 268, "tokens": 131, "seconds": 5.99609824700002}
{"stage": "qwen_agent_a", "completed": 269, "tokens": 204, "seconds": 9.343548735000013}
{"stage": "qwen_agent_a", "completed": 270, "tokens": 237, "seconds": 10.687448141000004}
{"stage": "qwen_agent_a", "completed": 271, "tokens": 169, "seconds": 7.686987571999964}
{"stage": "qwen_agent_a", "completed": 272, "tokens": 168, "seconds": 7.630738675000032}
{"stage": "qwen_agent_a", "completed": 273, "tokens": 238, "seconds": 10.806175608000046}
{"stage": "qwen_agent_a", "completed": 274, "tokens": 200, "seconds": 9.08826339999996}
{"stage": "qwen_agent_a", "completed": 275, "tokens": 233, "seconds": 10.518935570000053}
{"stage": "qwen_agent_a", "completed": 276, "tokens": 195, "seconds": 8.940659291999964}
{"stage": "qwen_agent_a", "completed": 277, "tokens": 205, "seconds": 9.26698106699996}
{"stage": "qwen_agent_a", "completed": 278, "tokens": 208, "seconds": 9.347051765999936}
{"stage": "qwen_agent_a", "completed": 279, "tokens": 170, "seconds": 7.658443746999978}
{"stage": "qwen_agent_a", "completed": 280, "tokens": 166, "seconds": 7.5503865189999715}
{"stage": "qwen_agent_a", "completed": 281, "tokens": 196, "seconds": 8.798124225000038}
{"stage": "qwen_agent_a", "completed": 282, "tokens": 237, "seconds": 10.741362737999907}
{"stage": "qwen_agent_a", "completed": 283, "tokens": 170, "seconds": 7.741589146000024}
{"stage": "qwen_agent_a", "completed": 284, "tokens": 168, "seconds": 7.550279647000025}
{"stage": "qwen_agent_a", "completed": 285, "tokens": 204, "seconds": 9.16616563399998}
{"stage": "qwen_agent_a", "completed": 286, "tokens": 197, "seconds": 8.815584396999952}
