Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 55.68it/s]
{"stage": "revised_s41032_agent_a", "completed": 201, "tokens": 208, "seconds": 10.210939225999994}
{"stage": "revised_s41032_agent_a", "completed": 202, "tokens": 167, "seconds": 7.710362551000003}
{"stage": "revised_s41032_agent_a", "completed": 203, "tokens": 196, "seconds": 9.045075488000009}
{"stage": "revised_s41032_agent_a", "completed": 204, "tokens": 207, "seconds": 9.639424476999977}
{"stage": "revised_s41032_agent_a", "completed": 205, "tokens": 208, "seconds": 9.721964334000006}
{"stage": "revised_s41032_agent_a", "completed": 206, "tokens": 197, "seconds": 9.220990991999997}
{"stage": "revised_s41032_agent_a", "completed": 207, "tokens": 167, "seconds": 7.777515059000052}
{"stage": "revised_s41032_agent_a", "completed": 208, "tokens": 167, "seconds": 7.830161271999941}
{"stage": "revised_s41032_agent_a", "completed": 209, "tokens": 208, "seconds": 9.682051658999967}
{"stage": "revised_s41032_agent_a", "completed": 210, "tokens": 208, "seconds": 9.75690290500006}
{"stage": "revised_s41032_agent_a", "completed": 211, "tokens": 236, "seconds": 11.350036476000014}
{"stage": "revised_s41032_agent_a", "completed": 212, "tokens": 166, "seconds": 7.9277540739999495}
{"stage": "revised_s41032_agent_a", "completed": 213, "tokens": 209, "seconds": 9.749564656000075}
{"stage": "revised_s41032_agent_a", "completed": 214, "tokens": 237, "seconds": 11.219659330000013}
{"stage": "revised_s41032_agent_a", "completed": 215, "tokens": 198, "seconds": 9.347325182000077}
{"stage": "revised_s41032_agent_a", "completed": 216, "tokens": 237, "seconds": 11.171258943999987}
{"stage": "revised_s41032_agent_a", "completed": 217, "tokens": 207, "seconds": 9.554107681000005}
{"stage": "revised_s41032_agent_a", "completed": 218, "tokens": 234, "seconds": 10.959075185000074}
{"stage": "revised_s41032_agent_a", "completed": 219, "tokens": 191, "seconds": 8.950574354999958}
{"stage": "revised_s41032_agent_a", "completed": 220, "tokens": 240, "seconds": 11.228460874999996}
