Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 57.42it/s]
{"stage": "qwen_human", "completed": 200, "tokens": 169, "seconds": 8.35587273699997}
{"stage": "qwen_human", "completed": 201, "tokens": 208, "seconds": 9.715825423000013}
{"stage": "qwen_human", "completed": 202, "tokens": 167, "seconds": 7.652420090000021}
{"stage": "qwen_human", "completed": 203, "tokens": 168, "seconds": 7.800133315999972}
{"stage": "qwen_human", "completed": 204, "tokens": 207, "seconds": 9.560448495000003}
{"stage": "qwen_human", "completed": 205, "tokens": 208, "seconds": 9.670521963999988}
{"stage": "qwen_human", "completed": 206, "tokens": 197, "seconds": 9.197596557999987}
{"stage": "qwen_human", "completed": 207, "tokens": 167, "seconds": 7.674535299000013}
{"stage": "qwen_human", "completed": 208, "tokens": 167, "seconds": 7.7197745029999965}
{"stage": "qwen_human", "completed": 209, "tokens": 208, "seconds": 9.790616697000019}
{"stage": "qwen_human", "completed": 210, "tokens": 208, "seconds": 9.666667323000013}
{"stage": "qwen_human", "completed": 211, "tokens": 236, "seconds": 10.958073385000034}
{"stage": "qwen_human", "completed": 212, "tokens": 166, "seconds": 7.739550516000008}
{"stage": "qwen_human", "completed": 213, "tokens": 243, "seconds": 11.31208975100003}
{"stage": "qwen_human", "completed": 214, "tokens": 268, "seconds": 12.414802662}
{"stage": "qwen_human", "completed": 215, "tokens": 198, "seconds": 9.292114805999972}
{"stage": "qwen_human", "completed": 216, "tokens": 237, "seconds": 11.015308441999991}
{"stage": "qwen_human", "completed": 217, "tokens": 207, "seconds": 9.616152266999961}
{"stage": "qwen_human", "completed": 218, "tokens": 239, "seconds": 11.07953510599998}
{"stage": "qwen_human", "completed": 219, "tokens": 196, "seconds": 9.031223172000068}
{"stage": "qwen_human", "completed": 220, "tokens": 240, "seconds": 11.228290293999976}
{"stage": "qwen_human", "completed": 221, "tokens": 206, "seconds": 9.533929665000073}
{"stage": "qwen_human", "completed": 222, "tokens": 206, "seconds": 9.575959119000004}
{"stage": "qwen_human", "completed": 223, "tokens": 207, "seconds": 9.690391732999956}
{"stage": "qwen_human", "completed": 224, "tokens": 196, "seconds": 9.159422059000008}
{"stage": "qwen_human", "completed": 225, "tokens": 205, "seconds": 9.561196671999937}
{"stage": "qwen_human", "completed": 226, "tokens": 194, "seconds": 9.112766229000044}
{"stage": "qwen_human", "completed": 227, "tokens": 208, "seconds": 9.628225085000054}
{"stage": "qwen_human", "completed": 228, "tokens": 204, "seconds": 9.422179612000036}
{"stage": "qwen_human", "completed": 229, "tokens": 169, "seconds": 7.860186312999986}
{"stage": "qwen_human", "completed": 230, "tokens": 194, "seconds": 8.952663442000016}
