Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 56.01it/s]
{"stage": "revised_s41032_agent_a", "completed": 401, "tokens": 167, "seconds": 8.10547982700001}
{"stage": "revised_s41032_agent_a", "completed": 402, "tokens": 234, "seconds": 10.510614206000014}
{"stage": "revised_s41032_agent_a", "completed": 403, "tokens": 170, "seconds": 7.649288429000023}
{"stage": "revised_s41032_agent_a", "completed": 404, "tokens": 194, "seconds": 8.725775748999979}
{"stage": "revised_s41032_agent_a", "completed": 405, "tokens": 236, "seconds": 10.595337514999983}
{"stage": "revised_s41032_agent_a", "completed": 406, "tokens": 192, "seconds": 8.639175333000026}
{"stage": "revised_s41032_agent_a", "completed": 407, "tokens": 199, "seconds": 8.953954979999992}
{"stage": "revised_s41032_agent_a", "completed": 408, "tokens": 235, "seconds": 10.56755406100001}
{"stage": "revised_s41032_agent_a", "completed": 409, "tokens": 170, "seconds": 7.660444987000005}
{"stage": "revised_s41032_agent_a", "completed": 410, "tokens": 209, "seconds": 9.414763012000037}
{"stage": "revised_s41032_agent_a", "completed": 411, "tokens": 195, "seconds": 8.802012355999977}
{"stage": "revised_s41032_agent_a", "completed": 412, "tokens": 209, "seconds": 9.443211173999998}
{"stage": "revised_s41032_agent_a", "completed": 413, "tokens": 206, "seconds": 9.290799402000005}
{"stage": "revised_s41032_agent_a", "completed": 414, "tokens": 205, "seconds": 9.25442967400005}
{"stage": "revised_s41032_agent_a", "completed": 415, "tokens": 236, "seconds": 10.648846484000046}
{"stage": "revised_s41032_agent_a", "completed": 416, "tokens": 171, "seconds": 7.852035339999929}
{"stage": "revised_s41032_agent_a", "completed": 417, "tokens": 232, "seconds": 10.423160286999973}
{"stage": "revised_s41032_agent_a", "completed": 418, "tokens": 235, "seconds": 10.559770967999953}
{"stage": "revised_s41032_agent_a", "completed": 419, "tokens": 204, "seconds": 9.198032153999975}
{"stage": "revised_s41032_agent_a", "completed": 420, "tokens": 194, "seconds": 8.733911046999992}
{"stage": "revised_s41032_agent_a", "completed": 421, "tokens": 208, "seconds": 9.38222336299998}
{"stage": "revised_s41032_agent_a", "completed": 422, "tokens": 167, "seconds": 7.514677226000003}
{"stage": "revised_s41032_agent_a", "completed": 423, "tokens": 231, "seconds": 10.387170253000022}
{"stage": "revised_s41032_agent_a", "completed": 424, "tokens": 130, "seconds": 5.868085816999951}
{"stage": "revised_s41032_agent_a", "completed": 425, "tokens": 167, "seconds": 7.479166646999943}
{"stage": "revised_s41032_agent_a", "completed": 426, "tokens": 235, "seconds": 10.507745934000013}
{"stage": "revised_s41032_agent_a", "completed": 427, "tokens": 204, "seconds": 9.104543175999993}
{"stage": "revised_s41032_agent_a", "completed": 428, "tokens": 197, "seconds": 8.798090129999991}
{"stage": "revised_s41032_agent_a", "completed": 429, "tokens": 238, "seconds": 10.601547029000017}
{"stage": "revised_s41032_agent_a", "completed": 430, "tokens": 235, "seconds": 10.452406008000025}
{"stage": "revised_s41032_agent_a", "completed": 431, "tokens": 168, "seconds": 7.522721810999997}
{"stage": "revised_s41032_agent_a", "completed": 432, "tokens": 205, "seconds": 9.227887370999952}
{"stage": "revised_s41032_agent_a", "completed": 433, "tokens": 166, "seconds": 7.364827524999896}
{"stage": "revised_s41032_agent_a", "completed": 434, "tokens": 195, "seconds": 8.669138548999967}
{"stage": "revised_s41032_agent_a", "completed": 435, "tokens": 167, "seconds": 7.408951780000052}
{"stage": "revised_s41032_agent_a", "completed": 436, "tokens": 236, "seconds": 10.46936689100005}
{"stage": "revised_s41032_agent_a", "completed": 437, "tokens": 195, "seconds": 8.66982222899992}
{"stage": "revised_s41032_agent_a", "completed": 438, "tokens": 209, "seconds": 9.313110909999978}
{"stage": "revised_s41032_agent_a", "completed": 439, "tokens": 170, "seconds": 7.566517943000008}
{"stage": "revised_s41032_agent_a", "completed": 440, "tokens": 209, "seconds": 9.269846433999987}
{"stage": "revised_s41032_agent_a", "completed": 441, "tokens": 196, "seconds": 8.77784374700002}
{"stage": "revised_s41032_agent_a", "completed": 442, "tokens": 197, "seconds": 8.755692436000004}
{"stage": "revised_s41032_agent_a", "completed": 443, "tokens": 195, "seconds": 8.671052961999976}
{"stage": "revised_s41032_agent_a", "completed": 444, "tokens": 195, "seconds": 8.671651230999942}
{"stage": "revised_s41032_agent_a", "completed": 445, "tokens": 231, "seconds": 10.245867683000029}
{"stage": "revised_s41032_agent_a", "completed": 446, "tokens": 236, "seconds": 10.582724523000024}
{"stage": "revised_s41032_agent_a", "completed": 447, "tokens": 234, "seconds": 10.648057900000026}
{"stage": "revised_s41032_agent_a", "completed": 448, "tokens": 206, "seconds": 9.235235620000026}
{"stage": "revised_s41032_agent_a", "completed": 449, "tokens": 207, "seconds": 9.315689872999997}
{"stage": "revised_s41032_agent_a", "completed": 450, "tokens": 167, "seconds": 7.561819986000046}
{"stage": "revised_s41032_agent_a", "completed": 451, "tokens": 195, "seconds": 8.81637600199997}
{"stage": "revised_s41032_agent_a", "completed": 452, "tokens": 196, "seconds": 8.820328959999983}
{"stage": "revised_s41032_agent_a", "completed": 453, "tokens": 208, "seconds": 9.269726658999957}
{"stage": "revised_s41032_agent_a", "completed": 454, "tokens": 196, "seconds": 8.740877043999944}
{"stage": "revised_s41032_agent_a", "completed": 455, "tokens": 236, "seconds": 10.521036084999992}
{"stage": "revised_s41032_agent_a", "completed": 456, "tokens": 209, "seconds": 9.321732710999981}
{"stage": "revised_s41032_agent_a", "completed": 457, "tokens": 204, "seconds": 9.116293068999994}
{"stage": "revised_s41032_agent_a", "completed": 458, "tokens": 236, "seconds": 10.504458532999934}
{"stage": "revised_s41032_agent_a", "completed": 459, "tokens": 241, "seconds": 10.741468333000057}
{"stage": "revised_s41032_agent_a", "completed": 460, "tokens": 168, "seconds": 7.493425109999976}
{"stage": "revised_s41032_agent_a", "completed": 461, "tokens": 169, "seconds": 7.554269514999987}
{"stage": "revised_s41032_agent_a", "completed": 462, "tokens": 169, "seconds": 7.551732676000029}
{"stage": "revised_s41032_agent_a", "completed": 463, "tokens": 206, "seconds": 9.281274626000027}
{"stage": "revised_s41032_agent_a", "completed": 464, "tokens": 210, "seconds": 9.360182521999945}
{"stage": "revised_s41032_agent_a", "completed": 465, "tokens": 232, "seconds": 10.319305032999978}
{"stage": "revised_s41032_agent_a", "completed": 466, "tokens": 195, "seconds": 8.682931621999955}
{"stage": "revised_s41032_agent_a", "completed": 467, "tokens": 168, "seconds": 7.493281945000035}
{"stage": "revised_s41032_agent_a", "completed": 468, "tokens": 206, "seconds": 9.158688481000013}
{"stage": "revised_s41032_agent_a", "completed": 469, "tokens": 198, "seconds": 8.811136746999978}
{"stage": "revised_s41032_agent_a", "completed": 470, "tokens": 204, "seconds": 9.073095793999983}
{"stage": "revised_s41032_agent_a", "completed": 471, "tokens": 235, "seconds": 10.457596587999888}
{"stage": "revised_s41032_agent_a", "completed": 472, "tokens": 205, "seconds": 9.13116819400011}
{"stage": "revised_s41032_agent_a", "completed": 473, "tokens": 236, "seconds": 10.545383111000092}
{"stage": "revised_s41032_agent_a", "completed": 474, "tokens": 168, "seconds": 7.491926469999953}
{"stage": "revised_s41032_agent_a", "completed": 475, "tokens": 208, "seconds": 9.277167968999947}
{"stage": "revised_s41032_agent_a", "completed": 476, "tokens": 167, "seconds": 7.473858214000074}
{"stage": "revised_s41032_agent_a", "completed": 477, "tokens": 233, "seconds": 10.434587556999986}
{"stage": "revised_s41032_agent_a", "completed": 478, "tokens": 198, "seconds": 8.86251127499986}
{"stage": "revised_s41032_agent_a", "completed": 479, "tokens": 206, "seconds": 9.277819734000104}
{"stage": "revised_s41032_agent_a", "completed": 480, "tokens": 169, "seconds": 7.542664677000175}
{"stage": "revised_s41032_agent_a", "completed": 481, "tokens": 166, "seconds": 7.410893834000035}
{"stage": "revised_s41032_agent_a", "completed": 482, "tokens": 166, "seconds": 7.374792163000166}
{"stage": "revised_s41032_agent_a", "completed": 483, "tokens": 208, "seconds": 9.239288998999882}
{"stage": "revised_s41032_agent_a", "completed": 484, "tokens": 171, "seconds": 7.626994306000142}
{"stage": "revised_s41032_agent_a", "completed": 485, "tokens": 170, "seconds": 7.57132075100003}
{"stage": "revised_s41032_agent_a", "completed": 486, "tokens": 236, "seconds": 10.495793591000165}
{"stage": "revised_s41032_agent_a", "completed": 487, "tokens": 200, "seconds": 8.913280198999928}
{"stage": "revised_s41032_agent_a", "completed": 488, "tokens": 167, "seconds": 7.443414232999885}
{"stage": "revised_s41032_agent_a", "completed": 489, "tokens": 198, "seconds": 8.824543775999928}
{"stage": "revised_s41032_agent_a", "completed": 490, "tokens": 232, "seconds": 10.328441122999948}
{"stage": "revised_s41032_agent_a", "completed": 491, "tokens": 206, "seconds": 9.190527577000012}
{"stage": "revised_s41032_agent_a", "completed": 492, "tokens": 196, "seconds": 8.7542266559999}
{"stage": "revised_s41032_agent_a", "completed": 493, "tokens": 198, "seconds": 8.82071203800001}
{"stage": "revised_s41032_agent_a", "completed": 494, "tokens": 209, "seconds": 9.343185337000023}
{"stage": "revised_s41032_agent_a", "completed": 495, "tokens": 168, "seconds": 7.620199203000084}
{"stage": "revised_s41032_agent_a", "completed": 496, "tokens": 167, "seconds": 7.434412418999955}
{"stage": "revised_s41032_agent_a", "completed": 497, "tokens": 167, "seconds": 7.431426483999985}
{"stage": "revised_s41032_agent_a", "completed": 498, "tokens": 194, "seconds": 8.63050674200008}
{"stage": "revised_s41032_agent_a", "completed": 499, "tokens": 239, "seconds": 10.663889227999789}
{"stage": "revised_s41032_agent_a", "completed": 500, "tokens": 167, "seconds": 7.431020728000021}
{"stage": "revised_s41032_agent_a", "completed": 501, "tokens": 237, "seconds": 10.53447584100013}
{"stage": "revised_s41032_agent_a", "completed": 502, "tokens": 167, "seconds": 7.447753028000079}
{"stage": "revised_s41032_agent_a", "completed": 503, "tokens": 167, "seconds": 7.432173816000159}
{"stage": "revised_s41032_agent_a", "completed": 504, "tokens": 211, "seconds": 9.348132528000178}
{"stage": "revised_s41032_agent_a", "completed": 505, "tokens": 209, "seconds": 9.315087093000102}
{"stage": "revised_s41032_agent_a", "completed": 506, "tokens": 196, "seconds": 8.728678553000009}
{"stage": "revised_s41032_agent_a", "completed": 507, "tokens": 209, "seconds": 9.31409472900009}
{"stage": "revised_s41032_agent_a", "completed": 508, "tokens": 206, "seconds": 9.194275529000151}
{"stage": "revised_s41032_agent_a", "completed": 509, "tokens": 236, "seconds": 10.476398834000065}
{"stage": "revised_s41032_agent_a", "completed": 510, "tokens": 234, "seconds": 10.421914513000047}
{"stage": "revised_s41032_agent_a", "completed": 511, "tokens": 195, "seconds": 8.83347770599994}
{"stage": "revised_s41032_agent_a", "completed": 512, "tokens": 168, "seconds": 7.485405328999832}
{"stage": "revised_s41032_agent_a", "completed": 513, "tokens": 196, "seconds": 8.729878052000004}
{"stage": "revised_s41032_agent_a", "completed": 514, "tokens": 206, "seconds": 9.159332837999955}
{"stage": "revised_s41032_agent_a", "completed": 515, "tokens": 168, "seconds": 7.473247033000007}
{"stage": "revised_s41032_agent_a", "completed": 516, "tokens": 208, "seconds": 9.253495218999888}
{"stage": "revised_s41032_agent_a", "completed": 517, "tokens": 197, "seconds": 8.819992063999962}
{"stage": "revised_s41032_agent_a", "completed": 518, "tokens": 206, "seconds": 9.170070402999954}
{"stage": "revised_s41032_agent_a", "completed": 519, "tokens": 170, "seconds": 7.585176980000142}
{"stage": "revised_s41032_agent_a", "completed": 520, "tokens": 195, "seconds": 8.680736792999824}
{"stage": "revised_s41032_agent_a", "completed": 521, "tokens": 235, "seconds": 10.46641710599988}
{"stage": "revised_s41032_agent_a", "completed": 522, "tokens": 234, "seconds": 10.429411613999946}
{"stage": "revised_s41032_agent_a", "completed": 523, "tokens": 212, "seconds": 9.438463485999819}
{"stage": "revised_s41032_agent_a", "completed": 524, "tokens": 196, "seconds": 8.705092897999975}
{"stage": "revised_s41032_agent_a", "completed": 525, "tokens": 232, "seconds": 10.308286913999837}
{"stage": "revised_s41032_agent_a", "completed": 526, "tokens": 170, "seconds": 7.580123113999889}
{"stage": "revised_s41032_agent_a", "completed": 527, "tokens": 168, "seconds": 7.618047747999981}
{"stage": "revised_s41032_agent_a", "completed": 528, "tokens": 168, "seconds": 7.511853772999984}
{"stage": "revised_s41032_agent_a", "completed": 529, "tokens": 209, "seconds": 9.258497760999944}
{"stage": "revised_s41032_agent_a", "completed": 530, "tokens": 168, "seconds": 7.457627934000129}
{"stage": "revised_s41032_agent_a", "completed": 531, "tokens": 210, "seconds": 9.3651561019999}
{"stage": "revised_s41032_agent_a", "completed": 532, "tokens": 233, "seconds": 10.360183488999837}
{"stage": "revised_s41032_agent_a", "completed": 533, "tokens": 194, "seconds": 8.590153295999926}
{"stage": "revised_s41032_agent_a", "completed": 534, "tokens": 197, "seconds": 8.736795823000193}
{"stage": "revised_s41032_agent_a", "completed": 535, "tokens": 232, "seconds": 10.330817219999972}
{"stage": "revised_s41032_agent_a", "completed": 536, "tokens": 207, "seconds": 9.197773376999976}
{"stage": "revised_s41032_agent_a", "completed": 537, "tokens": 171, "seconds": 7.598245426999938}
{"stage": "revised_s41032_agent_a", "completed": 538, "tokens": 234, "seconds": 10.424718318999794}
{"stage": "revised_s41032_agent_a", "completed": 539, "tokens": 209, "seconds": 9.323507764999931}
{"stage": "revised_s41032_agent_a", "completed": 540, "tokens": 196, "seconds": 8.710047932999942}
{"stage": "revised_s41032_agent_a", "completed": 541, "tokens": 208, "seconds": 9.246519159000172}
{"stage": "revised_s41032_agent_a", "completed": 542, "tokens": 199, "seconds": 8.868868554999835}
{"stage": "revised_s41032_agent_a", "completed": 543, "tokens": 236, "seconds": 10.607283220999989}
{"stage": "revised_s41032_agent_a", "completed": 544, "tokens": 198, "seconds": 8.761287551000123}
{"stage": "revised_s41032_agent_a", "completed": 545, "tokens": 209, "seconds": 9.27334225300001}
{"stage": "revised_s41032_agent_a", "completed": 546, "tokens": 203, "seconds": 8.97406716599994}
{"stage": "revised_s41032_agent_a", "completed": 547, "tokens": 233, "seconds": 10.330999781999935}
{"stage": "revised_s41032_agent_a", "completed": 548, "tokens": 194, "seconds": 8.583218464000083}
{"stage": "revised_s41032_agent_a", "completed": 549, "tokens": 208, "seconds": 9.192390671000112}
{"stage": "revised_s41032_agent_a", "completed": 550, "tokens": 196, "seconds": 8.732123568999896}
{"stage": "revised_s41032_agent_a", "completed": 551, "tokens": 201, "seconds": 8.934731854999882}
{"stage": "revised_s41032_agent_a", "completed": 552, "tokens": 167, "seconds": 7.383551414999829}
{"stage": "revised_s41032_agent_a", "completed": 553, "tokens": 196, "seconds": 8.715037825000081}
{"stage": "revised_s41032_agent_a", "completed": 554, "tokens": 208, "seconds": 9.233478760000025}
{"stage": "revised_s41032_agent_a", "completed": 555, "tokens": 195, "seconds": 8.639584801999945}
{"stage": "revised_s41032_agent_a", "completed": 556, "tokens": 195, "seconds": 8.652904793000062}
{"stage": "revised_s41032_agent_a", "completed": 557, "tokens": 171, "seconds": 7.601063715000009}
{"stage": "revised_s41032_agent_a", "completed": 558, "tokens": 194, "seconds": 8.609309347999897}
{"stage": "revised_s41032_agent_a", "completed": 559, "tokens": 205, "seconds": 9.23323954600005}
{"stage": "revised_s41032_agent_a", "completed": 560, "tokens": 204, "seconds": 9.022573536000209}
{"stage": "revised_s41032_agent_a", "completed": 561, "tokens": 204, "seconds": 9.04369197799997}
{"stage": "revised_s41032_agent_a", "completed": 562, "tokens": 209, "seconds": 9.255576136999935}
{"stage": "revised_s41032_agent_a", "completed": 563, "tokens": 234, "seconds": 10.346700928000018}
{"stage": "revised_s41032_agent_a", "completed": 564, "tokens": 237, "seconds": 10.509936818999904}
{"stage": "revised_s41032_agent_a", "completed": 565, "tokens": 195, "seconds": 8.642845318999889}
{"stage": "revised_s41032_agent_a", "completed": 566, "tokens": 196, "seconds": 8.683293967999816}
{"stage": "revised_s41032_agent_a", "completed": 567, "tokens": 236, "seconds": 10.428150205000065}
{"stage": "revised_s41032_agent_a", "completed": 568, "tokens": 236, "seconds": 10.460571672000015}
{"stage": "revised_s41032_agent_a", "completed": 569, "tokens": 208, "seconds": 9.216288332999966}
{"stage": "revised_s41032_agent_a", "completed": 570, "tokens": 194, "seconds": 8.623214456999904}
{"stage": "revised_s41032_agent_a", "completed": 571, "tokens": 168, "seconds": 7.444103563999988}
{"stage": "revised_s41032_agent_a", "completed": 572, "tokens": 234, "seconds": 10.381761691000065}
{"stage": "revised_s41032_agent_a", "completed": 573, "tokens": 198, "seconds": 8.788412687000118}
{"stage": "revised_s41032_agent_a", "completed": 574, "tokens": 195, "seconds": 8.78744384200013}
{"stage": "revised_s41032_agent_a", "completed": 575, "tokens": 166, "seconds": 7.3468781199999285}
{"stage": "revised_s41032_agent_a", "completed": 576, "tokens": 204, "seconds": 9.051511521000066}
{"stage": "revised_s41032_agent_a", "completed": 577, "tokens": 168, "seconds": 7.437534165999978}
{"stage": "revised_s41032_agent_a", "completed": 578, "tokens": 165, "seconds": 7.3217824769999424}
{"stage": "revised_s41032_agent_a", "completed": 579, "tokens": 208, "seconds": 9.243316522999976}
{"stage": "revised_s41032_agent_a", "completed": 580, "tokens": 168, "seconds": 7.450568260999944}
{"stage": "revised_s41032_agent_a", "completed": 581, "tokens": 238, "seconds": 10.52997851200007}
{"stage": "revised_s41032_agent_a", "completed": 582, "tokens": 167, "seconds": 7.4309155290000035}
{"stage": "revised_s41032_agent_a", "completed": 583, "tokens": 195, "seconds": 8.616537371999812}
{"stage": "revised_s41032_agent_a", "completed": 584, "tokens": 232, "seconds": 10.265193791000002}
{"stage": "revised_s41032_agent_a", "completed": 585, "tokens": 207, "seconds": 9.186660052999741}
{"stage": "revised_s41032_agent_a", "completed": 586, "tokens": 170, "seconds": 7.552626831999987}
{"stage": "revised_s41032_agent_a", "completed": 587, "tokens": 195, "seconds": 8.661042117999841}
{"stage": "revised_s41032_agent_a", "completed": 588, "tokens": 238, "seconds": 10.524577012999998}
{"stage": "revised_s41032_agent_a", "completed": 589, "tokens": 170, "seconds": 7.534100465999927}
{"stage": "revised_s41032_agent_a", "completed": 590, "tokens": 168, "seconds": 7.484948931999952}
{"stage": "revised_s41032_agent_a", "completed": 591, "tokens": 233, "seconds": 10.434708967000006}
{"stage": "revised_s41032_agent_a", "completed": 592, "tokens": 198, "seconds": 8.751590915000179}
{"stage": "revised_s41032_agent_a", "completed": 593, "tokens": 168, "seconds": 7.436512831000073}
{"stage": "revised_s41032_agent_a", "completed": 594, "tokens": 167, "seconds": 7.422907195999869}
{"stage": "revised_s41032_agent_a", "completed": 595, "tokens": 239, "seconds": 10.597092062999764}
{"stage": "revised_s41032_agent_a", "completed": 596, "tokens": 197, "seconds": 8.73524530099985}
{"stage": "revised_s41032_agent_a", "completed": 597, "tokens": 208, "seconds": 9.251025894000122}
{"stage": "revised_s41032_agent_a", "completed": 598, "tokens": 238, "seconds": 10.56635825100011}
{"stage": "revised_s41032_agent_a", "completed": 599, "tokens": 206, "seconds": 9.130368786999952}
{"stage": "revised_s41032_agent_a", "completed": 600, "tokens": 210, "seconds": 9.299698180000178}
{"stage": "revised_s41032_agent_a", "gate": {"n": 200, "checkpoint_selection_or_early_clean_gate": false}}
