Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 57.26it/s]
{"stage": "revised_s41032_agent_a", "completed": 1, "tokens": 167, "seconds": 8.810077174999947}
{"stage": "revised_s41032_agent_a", "completed": 2, "tokens": 167, "seconds": 7.813278002999937}
{"stage": "revised_s41032_agent_a", "completed": 3, "tokens": 208, "seconds": 9.67507687400007}
{"stage": "revised_s41032_agent_a", "completed": 4, "tokens": 233, "seconds": 11.04584953999995}
{"stage": "revised_s41032_agent_a", "completed": 5, "tokens": 205, "seconds": 9.653563394000003}
{"stage": "revised_s41032_agent_a", "completed": 6, "tokens": 233, "seconds": 10.906795096999986}
{"stage": "revised_s41032_agent_a", "completed": 7, "tokens": 166, "seconds": 7.7280260819999285}
{"stage": "revised_s41032_agent_a", "completed": 8, "tokens": 166, "seconds": 7.672721972999966}
{"stage": "revised_s41032_agent_a", "completed": 9, "tokens": 170, "seconds": 8.065285115000052}
{"stage": "revised_s41032_agent_a", "completed": 10, "tokens": 206, "seconds": 9.501509086999931}
{"stage": "revised_s41032_agent_a", "completed": 11, "tokens": 160, "seconds": 7.644868873000064}
{"stage": "revised_s41032_agent_a", "completed": 12, "tokens": 208, "seconds": 9.774140059000047}
{"stage": "revised_s41032_agent_a", "completed": 13, "tokens": 233, "seconds": 11.00549541600003}
{"stage": "revised_s41032_agent_a", "completed": 14, "tokens": 207, "seconds": 9.903782658999944}
{"stage": "revised_s41032_agent_a", "completed": 15, "tokens": 233, "seconds": 10.922325322999995}
{"stage": "revised_s41032_agent_a", "completed": 16, "tokens": 166, "seconds": 7.834179758000005}
{"stage": "revised_s41032_agent_a", "completed": 17, "tokens": 208, "seconds": 9.779335179999975}
{"stage": "revised_s41032_agent_a", "completed": 18, "tokens": 233, "seconds": 11.10717673900001}
{"stage": "revised_s41032_agent_a", "completed": 19, "tokens": 237, "seconds": 11.150623011999983}
{"stage": "revised_s41032_agent_a", "completed": 20, "tokens": 208, "seconds": 9.687790252000013}
{"stage": "revised_s41032_agent_a", "completed": 21, "tokens": 167, "seconds": 7.94970579400001}
{"stage": "revised_s41032_agent_a", "completed": 22, "tokens": 237, "seconds": 11.301479639000036}
{"stage": "revised_s41032_agent_a", "completed": 23, "tokens": 198, "seconds": 9.373489071999984}
{"stage": "revised_s41032_agent_a", "completed": 24, "tokens": 166, "seconds": 7.69438594799999}
{"stage": "revised_s41032_agent_a", "completed": 25, "tokens": 239, "seconds": 11.382832688999997}
{"stage": "revised_s41032_agent_a", "completed": 26, "tokens": 206, "seconds": 9.701513851999948}
{"stage": "revised_s41032_agent_a", "completed": 27, "tokens": 172, "seconds": 8.172144248999984}
{"stage": "revised_s41032_agent_a", "completed": 28, "tokens": 232, "seconds": 11.036987023999927}
{"stage": "revised_s41032_agent_a", "completed": 29, "tokens": 237, "seconds": 11.062784518000058}
{"stage": "revised_s41032_agent_a", "completed": 30, "tokens": 205, "seconds": 9.55093810400001}
{"stage": "revised_s41032_agent_a", "completed": 31, "tokens": 166, "seconds": 7.871210738000059}
{"stage": "revised_s41032_agent_a", "completed": 32, "tokens": 235, "seconds": 11.29798750100008}
{"stage": "revised_s41032_agent_a", "completed": 33, "tokens": 212, "seconds": 10.072474144000012}
{"stage": "revised_s41032_agent_a", "completed": 34, "tokens": 167, "seconds": 7.847620194000001}
{"stage": "revised_s41032_agent_a", "completed": 35, "tokens": 167, "seconds": 7.830438197000035}
{"stage": "revised_s41032_agent_a", "completed": 36, "tokens": 200, "seconds": 9.288689745999932}
{"stage": "revised_s41032_agent_a", "completed": 37, "tokens": 197, "seconds": 9.339909605000003}
{"stage": "revised_s41032_agent_a", "completed": 38, "tokens": 207, "seconds": 9.912090551999995}
{"stage": "revised_s41032_agent_a", "completed": 39, "tokens": 236, "seconds": 11.184323485999926}
{"stage": "revised_s41032_agent_a", "completed": 40, "tokens": 238, "seconds": 11.221568509999997}
{"stage": "revised_s41032_agent_a", "completed": 41, "tokens": 206, "seconds": 9.798848453999994}
{"stage": "revised_s41032_agent_a", "completed": 42, "tokens": 234, "seconds": 11.034544157000028}
{"stage": "revised_s41032_agent_a", "completed": 43, "tokens": 198, "seconds": 9.271287124000082}
{"stage": "revised_s41032_agent_a", "completed": 44, "tokens": 156, "seconds": 7.196988504000046}
{"stage": "revised_s41032_agent_a", "completed": 45, "tokens": 195, "seconds": 9.214676083000086}
{"stage": "revised_s41032_agent_a", "completed": 46, "tokens": 205, "seconds": 9.57553194600007}
{"stage": "revised_s41032_agent_a", "completed": 47, "tokens": 199, "seconds": 9.402100962999953}
{"stage": "revised_s41032_agent_a", "completed": 48, "tokens": 209, "seconds": 10.212306879999915}
{"stage": "revised_s41032_agent_a", "completed": 49, "tokens": 232, "seconds": 10.765440940999952}
{"stage": "revised_s41032_agent_a", "completed": 50, "tokens": 169, "seconds": 7.859604159000128}
{"stage": "revised_s41032_agent_a", "completed": 51, "tokens": 168, "seconds": 7.958268437000015}
{"stage": "revised_s41032_agent_a", "completed": 52, "tokens": 204, "seconds": 9.38984895600015}
{"stage": "revised_s41032_agent_a", "completed": 53, "tokens": 195, "seconds": 9.106694540000035}
{"stage": "revised_s41032_agent_a", "completed": 54, "tokens": 170, "seconds": 7.898059860000103}
{"stage": "revised_s41032_agent_a", "completed": 55, "tokens": 168, "seconds": 7.950637768999968}
{"stage": "revised_s41032_agent_a", "completed": 56, "tokens": 197, "seconds": 9.166208829000198}
{"stage": "revised_s41032_agent_a", "completed": 57, "tokens": 166, "seconds": 7.6698331160000635}
{"stage": "revised_s41032_agent_a", "completed": 58, "tokens": 208, "seconds": 9.808783379999795}
{"stage": "revised_s41032_agent_a", "completed": 59, "tokens": 198, "seconds": 9.36717123099993}
{"stage": "revised_s41032_agent_a", "completed": 60, "tokens": 168, "seconds": 7.964936745000159}
{"stage": "revised_s41032_agent_a", "completed": 61, "tokens": 170, "seconds": 8.109577619999982}
{"stage": "revised_s41032_agent_a", "completed": 62, "tokens": 166, "seconds": 7.854285957000002}
{"stage": "revised_s41032_agent_a", "completed": 63, "tokens": 169, "seconds": 8.010226057000182}
{"stage": "revised_s41032_agent_a", "completed": 64, "tokens": 167, "seconds": 7.872470220999958}
{"stage": "revised_s41032_agent_a", "completed": 65, "tokens": 203, "seconds": 9.699136397000075}
{"stage": "revised_s41032_agent_a", "completed": 66, "tokens": 208, "seconds": 9.671774684999946}
{"stage": "revised_s41032_agent_a", "completed": 67, "tokens": 168, "seconds": 7.768539322999914}
{"stage": "revised_s41032_agent_a", "completed": 68, "tokens": 168, "seconds": 7.858318366000049}
{"stage": "revised_s41032_agent_a", "completed": 69, "tokens": 235, "seconds": 11.089459433000002}
{"stage": "revised_s41032_agent_a", "completed": 70, "tokens": 232, "seconds": 10.823297751999917}
{"stage": "revised_s41032_agent_a", "completed": 71, "tokens": 169, "seconds": 7.863846284999909}
{"stage": "revised_s41032_agent_a", "completed": 72, "tokens": 205, "seconds": 9.53818684099997}
{"stage": "revised_s41032_agent_a", "completed": 73, "tokens": 206, "seconds": 9.591098904000091}
{"stage": "revised_s41032_agent_a", "completed": 74, "tokens": 195, "seconds": 9.315699066999969}
{"stage": "revised_s41032_agent_a", "completed": 75, "tokens": 168, "seconds": 7.9494844559999365}
{"stage": "revised_s41032_agent_a", "completed": 76, "tokens": 232, "seconds": 10.820326161999901}
{"stage": "revised_s41032_agent_a", "completed": 77, "tokens": 200, "seconds": 9.197284817999844}
{"stage": "revised_s41032_agent_a", "completed": 78, "tokens": 197, "seconds": 9.351398226000128}
{"stage": "revised_s41032_agent_a", "completed": 79, "tokens": 194, "seconds": 9.090205436000133}
{"stage": "revised_s41032_agent_a", "completed": 80, "tokens": 232, "seconds": 10.855289213000106}
{"stage": "revised_s41032_agent_a", "completed": 81, "tokens": 167, "seconds": 7.809089834000133}
{"stage": "revised_s41032_agent_a", "completed": 82, "tokens": 167, "seconds": 7.710764048999863}
{"stage": "revised_s41032_agent_a", "completed": 83, "tokens": 238, "seconds": 11.087895688000117}
{"stage": "revised_s41032_agent_a", "completed": 84, "tokens": 168, "seconds": 7.979482909999888}
{"stage": "revised_s41032_agent_a", "completed": 85, "tokens": 194, "seconds": 8.975210754000045}
{"stage": "revised_s41032_agent_a", "completed": 86, "tokens": 238, "seconds": 11.408608358000038}
{"stage": "revised_s41032_agent_a", "completed": 87, "tokens": 205, "seconds": 9.758308667999927}
{"stage": "revised_s41032_agent_a", "completed": 88, "tokens": 234, "seconds": 11.230683072000147}
{"stage": "revised_s41032_agent_a", "completed": 89, "tokens": 205, "seconds": 9.486593234999873}
{"stage": "revised_s41032_agent_a", "completed": 90, "tokens": 208, "seconds": 9.735297653000089}
{"stage": "revised_s41032_agent_a", "completed": 91, "tokens": 207, "seconds": 9.686263180999958}
{"stage": "revised_s41032_agent_a", "completed": 92, "tokens": 236, "seconds": 11.238815855999974}
{"stage": "revised_s41032_agent_a", "completed": 93, "tokens": 169, "seconds": 7.950554414999942}
{"stage": "revised_s41032_agent_a", "completed": 94, "tokens": 164, "seconds": 7.870858833000057}
{"stage": "revised_s41032_agent_a", "completed": 95, "tokens": 208, "seconds": 10.080908041999919}
{"stage": "revised_s41032_agent_a", "completed": 96, "tokens": 209, "seconds": 10.256572503000143}
{"stage": "revised_s41032_agent_a", "completed": 97, "tokens": 208, "seconds": 9.979262422000147}
{"stage": "revised_s41032_agent_a", "completed": 98, "tokens": 240, "seconds": 11.35693246400001}
{"stage": "revised_s41032_agent_a", "completed": 99, "tokens": 194, "seconds": 9.394530236000037}
{"stage": "revised_s41032_agent_a", "completed": 100, "tokens": 234, "seconds": 11.255007000999967}
{"stage": "revised_s41032_agent_a", "completed": 101, "tokens": 236, "seconds": 11.300617082000144}
{"stage": "revised_s41032_agent_a", "completed": 102, "tokens": 166, "seconds": 7.940185931000087}
{"stage": "revised_s41032_agent_a", "completed": 103, "tokens": 168, "seconds": 8.112633003999917}
{"stage": "revised_s41032_agent_a", "completed": 104, "tokens": 169, "seconds": 7.982304775000102}
{"stage": "revised_s41032_agent_a", "completed": 105, "tokens": 236, "seconds": 11.175472854999953}
{"stage": "revised_s41032_agent_a", "completed": 106, "tokens": 169, "seconds": 7.952123465000113}
{"stage": "revised_s41032_agent_a", "completed": 107, "tokens": 237, "seconds": 11.161948431999917}
{"stage": "revised_s41032_agent_a", "completed": 108, "tokens": 169, "seconds": 8.054761352000014}
{"stage": "revised_s41032_agent_a", "completed": 109, "tokens": 238, "seconds": 11.275492501000144}
{"stage": "revised_s41032_agent_a", "completed": 110, "tokens": 235, "seconds": 11.268839025000034}
{"stage": "revised_s41032_agent_a", "completed": 111, "tokens": 235, "seconds": 11.303057752000086}
{"stage": "revised_s41032_agent_a", "completed": 112, "tokens": 169, "seconds": 8.209383019999905}
{"stage": "revised_s41032_agent_a", "completed": 113, "tokens": 209, "seconds": 10.095914054999866}
{"stage": "revised_s41032_agent_a", "completed": 114, "tokens": 207, "seconds": 10.238817401999995}
{"stage": "revised_s41032_agent_a", "completed": 115, "tokens": 167, "seconds": 8.014219593999997}
{"stage": "revised_s41032_agent_a", "completed": 116, "tokens": 210, "seconds": 10.057182774000012}
{"stage": "revised_s41032_agent_a", "completed": 117, "tokens": 170, "seconds": 8.099141950999865}
{"stage": "revised_s41032_agent_a", "completed": 118, "tokens": 172, "seconds": 8.287608628000044}
{"stage": "revised_s41032_agent_a", "completed": 119, "tokens": 195, "seconds": 9.207842889999938}
{"stage": "revised_s41032_agent_a", "completed": 120, "tokens": 198, "seconds": 9.203221272000064}
{"stage": "revised_s41032_agent_a", "completed": 121, "tokens": 195, "seconds": 9.36843782699998}
{"stage": "revised_s41032_agent_a", "completed": 122, "tokens": 207, "seconds": 9.738803637999808}
{"stage": "revised_s41032_agent_a", "completed": 123, "tokens": 238, "seconds": 11.210926495999956}
{"stage": "revised_s41032_agent_a", "completed": 124, "tokens": 207, "seconds": 9.776495243}
{"stage": "revised_s41032_agent_a", "completed": 125, "tokens": 233, "seconds": 10.983249285000056}
{"stage": "revised_s41032_agent_a", "completed": 126, "tokens": 196, "seconds": 9.561820172999887}
{"stage": "revised_s41032_agent_a", "completed": 127, "tokens": 199, "seconds": 9.559190322999939}
{"stage": "revised_s41032_agent_a", "completed": 128, "tokens": 169, "seconds": 8.140735976000087}
{"stage": "revised_s41032_agent_a", "completed": 129, "tokens": 209, "seconds": 10.004469902999972}
{"stage": "revised_s41032_agent_a", "completed": 130, "tokens": 167, "seconds": 7.995672680000098}
{"stage": "revised_s41032_agent_a", "completed": 131, "tokens": 168, "seconds": 8.011922713999866}
{"stage": "revised_s41032_agent_a", "completed": 132, "tokens": 208, "seconds": 9.762398230000144}
{"stage": "revised_s41032_agent_a", "completed": 133, "tokens": 234, "seconds": 11.049360873000069}
{"stage": "revised_s41032_agent_a", "completed": 134, "tokens": 196, "seconds": 9.364341144000036}
{"stage": "revised_s41032_agent_a", "completed": 135, "tokens": 167, "seconds": 8.153652139000087}
{"stage": "revised_s41032_agent_a", "completed": 136, "tokens": 196, "seconds": 9.285404924999966}
{"stage": "revised_s41032_agent_a", "completed": 137, "tokens": 167, "seconds": 7.988822895000112}
{"stage": "revised_s41032_agent_a", "completed": 138, "tokens": 233, "seconds": 10.99600673000009}
{"stage": "revised_s41032_agent_a", "completed": 139, "tokens": 200, "seconds": 9.362176159}
{"stage": "revised_s41032_agent_a", "completed": 140, "tokens": 209, "seconds": 9.973982836000005}
{"stage": "revised_s41032_agent_a", "completed": 141, "tokens": 168, "seconds": 8.17629626300004}
{"stage": "revised_s41032_agent_a", "completed": 142, "tokens": 236, "seconds": 11.267472360000056}
{"stage": "revised_s41032_agent_a", "completed": 143, "tokens": 207, "seconds": 9.829509440000038}
{"stage": "revised_s41032_agent_a", "completed": 144, "tokens": 193, "seconds": 9.400717161999864}
{"stage": "revised_s41032_agent_a", "completed": 145, "tokens": 198, "seconds": 9.430043972999783}
{"stage": "revised_s41032_agent_a", "completed": 146, "tokens": 206, "seconds": 9.665710863999948}
{"stage": "revised_s41032_agent_a", "completed": 147, "tokens": 207, "seconds": 9.680068787999971}
{"stage": "revised_s41032_agent_a", "completed": 148, "tokens": 196, "seconds": 9.208024687000034}
{"stage": "revised_s41032_agent_a", "completed": 149, "tokens": 170, "seconds": 8.048026992000132}
{"stage": "revised_s41032_agent_a", "completed": 150, "tokens": 209, "seconds": 10.005719272000078}
{"stage": "revised_s41032_agent_a", "completed": 151, "tokens": 235, "seconds": 11.093301852999957}
{"stage": "revised_s41032_agent_a", "completed": 152, "tokens": 205, "seconds": 9.787127972000008}
{"stage": "revised_s41032_agent_a", "completed": 153, "tokens": 196, "seconds": 9.347353407000128}
{"stage": "revised_s41032_agent_a", "completed": 154, "tokens": 235, "seconds": 11.142705253000031}
{"stage": "revised_s41032_agent_a", "completed": 155, "tokens": 198, "seconds": 9.350373624999975}
{"stage": "revised_s41032_agent_a", "completed": 156, "tokens": 198, "seconds": 9.434581157000139}
