Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 56.51it/s]
{"stage": "prepared_agent_a", "completed": 633, "tokens": 207, "seconds": 10.185094579000008}
{"stage": "prepared_agent_a", "completed": 634, "tokens": 237, "seconds": 10.937171992999993}
{"stage": "prepared_agent_a", "completed": 635, "tokens": 209, "seconds": 9.657281100999967}
{"stage": "prepared_agent_a", "completed": 636, "tokens": 205, "seconds": 9.449924887999998}
{"stage": "prepared_agent_a", "completed": 637, "tokens": 234, "seconds": 10.80213737500003}
{"stage": "prepared_agent_a", "completed": 638, "tokens": 166, "seconds": 7.759447026999965}
{"stage": "prepared_agent_a", "completed": 639, "tokens": 208, "seconds": 9.684844870000006}
{"stage": "prepared_agent_a", "completed": 640, "tokens": 208, "seconds": 9.719723814999952}
{"stage": "prepared_agent_a", "completed": 641, "tokens": 168, "seconds": 7.85737297899999}
{"stage": "prepared_agent_a", "completed": 642, "tokens": 201, "seconds": 9.388105877999976}
{"stage": "prepared_agent_a", "completed": 643, "tokens": 208, "seconds": 9.64874992}
{"stage": "prepared_agent_a", "completed": 644, "tokens": 196, "seconds": 9.029015052999966}
{"stage": "prepared_agent_a", "completed": 645, "tokens": 169, "seconds": 7.812847517000023}
{"stage": "prepared_agent_a", "completed": 646, "tokens": 209, "seconds": 9.640475540000011}
{"stage": "prepared_agent_a", "completed": 647, "tokens": 226, "seconds": 10.424454825999987}
{"stage": "prepared_agent_a", "completed": 648, "tokens": 207, "seconds": 9.645436830999984}
{"stage": "prepared_agent_a", "completed": 649, "tokens": 205, "seconds": 9.418926671000008}
{"stage": "prepared_agent_a", "completed": 650, "tokens": 201, "seconds": 9.278876719000095}
{"stage": "prepared_agent_a", "completed": 651, "tokens": 209, "seconds": 9.631706700999985}
{"stage": "prepared_agent_a", "completed": 652, "tokens": 170, "seconds": 7.853704382000046}
{"stage": "prepared_agent_a", "completed": 653, "tokens": 211, "seconds": 9.719224447999977}
{"stage": "prepared_agent_a", "completed": 654, "tokens": 196, "seconds": 9.029007726000032}
{"stage": "prepared_agent_a", "completed": 655, "tokens": 204, "seconds": 9.409719461000009}
{"stage": "prepared_agent_a", "completed": 656, "tokens": 204, "seconds": 9.401474791000055}
{"stage": "prepared_agent_a", "completed": 657, "tokens": 282, "seconds": 13.017284410999991}
{"stage": "prepared_agent_a", "completed": 658, "tokens": 211, "seconds": 9.743026935999978}
{"stage": "prepared_agent_a", "completed": 659, "tokens": 167, "seconds": 7.746278963000009}
{"stage": "prepared_agent_a", "completed": 660, "tokens": 206, "seconds": 9.535070571000006}
{"stage": "prepared_agent_a", "completed": 661, "tokens": 205, "seconds": 9.530118021999897}
{"stage": "prepared_agent_a", "completed": 662, "tokens": 163, "seconds": 7.567961349000029}
{"stage": "prepared_agent_a", "completed": 663, "tokens": 170, "seconds": 7.881656960999976}
{"stage": "prepared_agent_a", "completed": 664, "tokens": 169, "seconds": 7.93351394299998}
{"stage": "prepared_agent_a", "completed": 665, "tokens": 203, "seconds": 9.370266002999983}
{"stage": "prepared_agent_a", "completed": 666, "tokens": 204, "seconds": 9.396890695000025}
{"stage": "prepared_agent_a", "completed": 667, "tokens": 172, "seconds": 7.966776947999961}
{"stage": "prepared_agent_a", "completed": 668, "tokens": 169, "seconds": 7.812066763999951}
{"stage": "prepared_agent_a", "completed": 669, "tokens": 207, "seconds": 9.560733959999993}
{"stage": "prepared_agent_a", "completed": 670, "tokens": 244, "seconds": 11.256709416000035}
{"stage": "prepared_agent_a", "completed": 671, "tokens": 169, "seconds": 7.8303675580000345}
{"stage": "prepared_agent_a", "completed": 672, "tokens": 207, "seconds": 9.553628120999974}
{"stage": "prepared_agent_a", "completed": 673, "tokens": 168, "seconds": 7.771225099999924}
{"stage": "prepared_agent_a", "completed": 674, "tokens": 206, "seconds": 9.515625064999995}
{"stage": "prepared_agent_a", "completed": 675, "tokens": 232, "seconds": 10.702979952000078}
{"stage": "prepared_agent_a", "completed": 676, "tokens": 166, "seconds": 7.691318598000066}
{"stage": "prepared_agent_a", "completed": 677, "tokens": 195, "seconds": 9.056966395000018}
{"stage": "prepared_agent_a", "completed": 678, "tokens": 194, "seconds": 9.045859156999995}
{"stage": "prepared_agent_a", "completed": 679, "tokens": 169, "seconds": 7.9091035400000465}
{"stage": "prepared_agent_a", "completed": 680, "tokens": 238, "seconds": 11.225790563000032}
{"stage": "prepared_agent_a", "completed": 681, "tokens": 206, "seconds": 9.588986093000017}
{"stage": "prepared_agent_a", "completed": 682, "tokens": 164, "seconds": 7.659691459999976}
{"stage": "prepared_agent_a", "completed": 683, "tokens": 207, "seconds": 9.708058652999966}
{"stage": "prepared_agent_a", "completed": 684, "tokens": 204, "seconds": 9.568594420000068}
{"stage": "prepared_agent_a", "completed": 685, "tokens": 205, "seconds": 9.591536750000046}
{"stage": "prepared_agent_a", "completed": 686, "tokens": 236, "seconds": 10.96341750800002}
{"stage": "prepared_agent_a", "completed": 687, "tokens": 236, "seconds": 10.971367480000026}
{"stage": "prepared_agent_a", "completed": 688, "tokens": 194, "seconds": 9.048098427000014}
{"stage": "prepared_agent_a", "completed": 689, "tokens": 207, "seconds": 9.66578016599999}
{"stage": "prepared_agent_a", "completed": 690, "tokens": 170, "seconds": 7.954918629999952}
{"stage": "prepared_agent_a", "completed": 691, "tokens": 196, "seconds": 9.171826548000013}
{"stage": "prepared_agent_a", "completed": 692, "tokens": 168, "seconds": 7.860150848999979}
{"stage": "prepared_agent_a", "completed": 693, "tokens": 208, "seconds": 9.745570798000017}
{"stage": "prepared_agent_a", "completed": 694, "tokens": 208, "seconds": 9.747611957999993}
{"stage": "prepared_agent_a", "completed": 695, "tokens": 172, "seconds": 8.030925964999938}
{"stage": "prepared_agent_a", "completed": 696, "tokens": 206, "seconds": 9.732624253999916}
{"stage": "prepared_agent_a", "completed": 697, "tokens": 204, "seconds": 9.478204984000058}
{"stage": "prepared_agent_a", "completed": 698, "tokens": 167, "seconds": 7.788323663999904}
{"stage": "prepared_agent_a", "completed": 699, "tokens": 268, "seconds": 12.48637250299987}
{"stage": "prepared_agent_a", "completed": 700, "tokens": 162, "seconds": 7.53923088800002}
{"stage": "prepared_agent_a", "completed": 701, "tokens": 167, "seconds": 7.773422868000125}
{"stage": "prepared_agent_a", "completed": 702, "tokens": 172, "seconds": 8.010729745000162}
{"stage": "prepared_agent_a", "completed": 703, "tokens": 240, "seconds": 11.192643340000132}
{"stage": "prepared_agent_a", "completed": 704, "tokens": 170, "seconds": 7.941086255000073}
{"stage": "prepared_agent_a", "completed": 705, "tokens": 225, "seconds": 10.485450435000075}
{"stage": "prepared_agent_a", "completed": 706, "tokens": 209, "seconds": 9.733555244000172}
{"stage": "prepared_agent_a", "completed": 707, "tokens": 167, "seconds": 7.8056378289998065}
{"stage": "prepared_agent_a", "completed": 708, "tokens": 205, "seconds": 9.55211729000007}
{"stage": "prepared_agent_a", "completed": 709, "tokens": 168, "seconds": 7.844956785000022}
{"stage": "prepared_agent_a", "completed": 710, "tokens": 204, "seconds": 9.531430441999873}
{"stage": "prepared_agent_a", "completed": 711, "tokens": 209, "seconds": 9.741412634000199}
{"stage": "prepared_agent_a", "completed": 712, "tokens": 168, "seconds": 7.834098696999945}
{"stage": "prepared_agent_a", "completed": 713, "tokens": 236, "seconds": 11.075796501000013}
{"stage": "prepared_agent_a", "completed": 714, "tokens": 166, "seconds": 7.705518439999878}
{"stage": "prepared_agent_a", "completed": 715, "tokens": 206, "seconds": 9.569223086000193}
{"stage": "prepared_agent_a", "completed": 716, "tokens": 169, "seconds": 7.871463495000171}
{"stage": "prepared_agent_a", "completed": 717, "tokens": 205, "seconds": 9.552436341999964}
{"stage": "prepared_agent_a", "completed": 718, "tokens": 207, "seconds": 9.630010297999888}
