Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 57.22it/s]
{"stage": "qwen_agent_a", "completed": 622, "tokens": 239, "seconds": 11.680229807999979}
{"stage": "qwen_agent_a", "completed": 623, "tokens": 227, "seconds": 10.506123693999996}
{"stage": "qwen_agent_a", "completed": 624, "tokens": 169, "seconds": 7.837351560000002}
{"stage": "qwen_agent_a", "completed": 625, "tokens": 166, "seconds": 7.685745386000008}
{"stage": "qwen_agent_a", "completed": 626, "tokens": 234, "seconds": 10.830455427999993}
{"stage": "qwen_agent_a", "completed": 627, "tokens": 169, "seconds": 7.828291862000015}
{"stage": "qwen_agent_a", "completed": 628, "tokens": 208, "seconds": 9.639628303000052}
{"stage": "qwen_agent_a", "completed": 629, "tokens": 208, "seconds": 9.600475587999995}
{"stage": "qwen_agent_a", "completed": 630, "tokens": 168, "seconds": 7.787616011000011}
{"stage": "qwen_agent_a", "completed": 631, "tokens": 236, "seconds": 10.913365093999971}
{"stage": "qwen_agent_a", "completed": 632, "tokens": 206, "seconds": 9.543745503000025}
{"stage": "qwen_agent_a", "completed": 633, "tokens": 207, "seconds": 9.703251802000011}
{"stage": "qwen_agent_a", "completed": 634, "tokens": 237, "seconds": 10.966345234000016}
{"stage": "qwen_agent_a", "completed": 635, "tokens": 209, "seconds": 9.676845686999968}
{"stage": "qwen_agent_a", "completed": 636, "tokens": 205, "seconds": 9.484736485999974}
{"stage": "qwen_agent_a", "completed": 637, "tokens": 234, "seconds": 10.901932196000075}
{"stage": "qwen_agent_a", "completed": 638, "tokens": 166, "seconds": 7.675249408000013}
{"stage": "qwen_agent_a", "completed": 639, "tokens": 208, "seconds": 9.586360896999963}
{"stage": "qwen_agent_a", "completed": 640, "tokens": 208, "seconds": 9.602745865000088}
{"stage": "qwen_agent_a", "completed": 641, "tokens": 168, "seconds": 7.777259575000016}
{"stage": "qwen_agent_a", "completed": 642, "tokens": 201, "seconds": 9.309105595000005}
{"stage": "qwen_agent_a", "completed": 643, "tokens": 208, "seconds": 9.62796459599997}
{"stage": "qwen_agent_a", "completed": 644, "tokens": 196, "seconds": 9.045900154000037}
{"stage": "qwen_agent_a", "completed": 645, "tokens": 169, "seconds": 7.810161393000044}
{"stage": "qwen_agent_a", "completed": 646, "tokens": 209, "seconds": 9.677401892000034}
{"stage": "qwen_agent_a", "completed": 647, "tokens": 167, "seconds": 7.707963389000042}
{"stage": "qwen_agent_a", "completed": 648, "tokens": 207, "seconds": 9.570876129999988}
{"stage": "qwen_agent_a", "completed": 649, "tokens": 205, "seconds": 9.461774805999994}
{"stage": "qwen_agent_a", "completed": 650, "tokens": 201, "seconds": 9.29028308799991}
{"stage": "qwen_agent_a", "completed": 651, "tokens": 209, "seconds": 9.663294565000001}
{"stage": "qwen_agent_a", "completed": 652, "tokens": 170, "seconds": 7.888207704000024}
{"stage": "qwen_agent_a", "completed": 653, "tokens": 211, "seconds": 9.865878536999958}
{"stage": "qwen_agent_a", "completed": 654, "tokens": 196, "seconds": 9.018026784999961}
{"stage": "qwen_agent_a", "completed": 655, "tokens": 204, "seconds": 9.418826371999899}
{"stage": "qwen_agent_a", "completed": 656, "tokens": 204, "seconds": 9.398387006999997}
{"stage": "qwen_agent_a", "completed": 657, "tokens": 201, "seconds": 9.284930580000037}
{"stage": "qwen_agent_a", "completed": 658, "tokens": 211, "seconds": 9.745243437999989}
{"stage": "qwen_agent_a", "completed": 659, "tokens": 167, "seconds": 7.710075704000019}
{"stage": "qwen_agent_a", "completed": 660, "tokens": 206, "seconds": 9.475611105999974}
{"stage": "qwen_agent_a", "completed": 661, "tokens": 205, "seconds": 9.442353250999986}
{"stage": "qwen_agent_a", "completed": 662, "tokens": 163, "seconds": 7.5424956440000415}
